Team A,Team B,Winner,Victory,Victory Turn,Map played,Map ban1,Map ban2,Map ban3,Map ban4,Map ban5,Map ban6,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Ban7,Ban8,Ban9,Ban10,Ban11,Ban12,Ban13,Ban14,PickA1,PickB1,PickA2,PickB2,PickA3,PickB3,PickA4,PickB4,PlayerA1,PlayerB1,PlayerA2,PlayerB2,PlayerA3,PlayerB3,PlayerA4,PlayerB4,Date,Division
751902039964909649,1051866126369443913,751902039964909649,CC,91,rich highlands,inland sea,pangaea standard,tilted axis,lakes,primordial,seven seas,alexander,menelik ii,kupe,saladin (vizier),lautaro,ambiorix,genghis khan,poundmaker,kublai khan (mongolia),robert the bruce,harald varangian,montezuma,matthias corvinus,trajan,hammurabi,philip ii,shaka,catherine de medici (black queen),ludwig ii,simon bolivar,cyrus,mvemba a nzinga,436574185716973579,263300012530728960,221995666333892609,368436476708388864,423149190185615371,652800467860193281,241995821090996224,364319066057605121,09/03/25,1
652143977260122125,708475004744106024,652143977260122125,CC,68,seven seas,pangaea standard,tilted axis,lakes,primordial,inland sea,rich highlands,lautaro,saladin (vizier),julius caesar,menelik ii,trajan,harald varangian,catherine de medici (black queen),genghis khan,wu zetian,kupe,jadwiga,simon bolivar,joao iii,montezuma,harald hardrada,philip ii,shaka,kublai khan (mongolia),hammurabi,eleanor of aquitaine (england),gilgamesh,basil ii,181879507756515328,170175103118737409,183282110902173698,202854878899470336,272887794165350401,194049495720394752,222367163888041984,1007705241577340984,12/03/25,1
795731488757776404,708475864110596107,795731488757776404,CC,79,rich highlands,seven seas,primordial,inland sea,pangaea standard,tilted axis,lakes,ambiorix,genghis khan,shaka,menelik ii,philip ii,catherine de medici (black queen),saladin (vizier),kublai khan (mongolia),poundmaker,lautaro,simon bolivar,trajan,alexander,hammurabi,kupe,montezuma,tokugawa,harald varangian,cyrus,nader shah,theodora,eleanor of aquitaine (england),218802135632969728,639072903685603338,375952313249955840,258673242967900160,353548501247983627,753260910721892475,291529905676615680,1018630081477877801,13/03/25,1
1058462045470720000,751902039964909649,751902039964909649,CC,65,pangaea standard,rich highlands,tilted axis,lakes,inland sea,seven seas,primordial,shaka,genghis khan,julius caesar,wu zetian,menelik ii,alexander,ambiorix,tomyris,lautaro,catherine de medici (black queen),nader shah,basil ii,cyrus,montezuma,kublai khan (mongolia),trajan,simon bolivar,matthias corvinus,pachacuti,jadwiga,philip ii,kristina,286830428050948097,436574185716973579,347307111916503040,241995821090996224,264317358670217216,423149190185615371,229691587251142656,143088067337650176,14/03/25,1
1271427540841398312,795731488757776404,795731488757776404,CC,85,pangaea standard,primordial,inland sea,lakes,seven seas,rich highlands,tilted axis,wu zetian,genghis khan,tomyris,julius caesar,kublai khan (mongolia),catherine de medici (black queen),menelik ii,ambiorix,kupe,lautaro,jadwiga,montezuma,gilgamesh,hammurabi,shaka,alexander,trajan,simon bolivar,nader shah,matthias corvinus,lady six sky,cyrus,146372249119621131,301329675991515137,213989603412148226,291529905676615680,241866900991115264,375952313249955840,409068426317922305,218802135632969728,14/03/25,1
1051866126369443913,999636304654520330,1051866126369443913,CC,88,seven seas,lakes,primordial,pangaea standard,tilted axis,rich highlands,inland sea,philip ii,harald hardrada,lautaro,genghis khan,tomyris,kupe,kublai khan (mongolia),julius caesar,gitarja,menelik ii,matthias corvinus,montezuma,nader shah,wu zetian,basil ii,harald varangian,hojo tokimune,catherine de medici (black queen),joao iii,trajan,hammurabi,victoria,313600848892657665,335129808080207892,263300012530728960,219802072973836288,652800467860193281,591692786919800832,216834792040300544,688507156735328383,14/03/25,1
1058462045470720000,795731488757776404,795731488757776404,CC,73,primordial,rich highlands,seven seas,pangaea standard,tilted axis,lakes,inland sea,harald varangian,harald hardrada,gitarja,philip ii,julius caesar,joao iii,hojo tokimune,kupe,dido,elizabeth i,genghis khan,victoria age of steam,catherine de medici (black queen),john curtin,eleanor of aquitaine (england),victoria,wilhelmina,tomyris,pedro ii,trajan,cyrus,kublai khan (mongolia),347307111916503040,291529905676615680,746782025016410193,275644167613579268,264317358670217216,353548501247983627,356411632051683329,269550035774078978,17/03/25,1
999636304654520330,708475864110596107,708475864110596107,CC,123,rich highlands,seven seas,primordial,pangaea standard,tilted axis,inland sea,lakes,philip ii,menelik ii,kublai khan (mongolia),genghis khan,harald varangian,lautaro,shaka,catherine de medici (black queen),ambiorix,montezuma,basil ii,simon bolivar,hammurabi,nader shah,kupe,poundmaker,trajan,saladin (vizier),alexander,eleanor of aquitaine (england),peter,robert the bruce,313016976488398849,639072903685603338,232976189851959297,258673242967900160,688507156735328383,1018630081477877801,667481497229459488,141511420146614272,17/03/25,1
1051869530848243792,751902039964909649,751902039964909649,CC,106,rich highlands,pangaea standard,tilted axis,lakes,primordial,seven seas,inland sea,saladin (vizier),genghis khan,poundmaker,menelik ii,hammurabi,lautaro,kublai khan (mongolia),alexander,harald varangian,shaka,jadwiga,simon bolivar,matthias corvinus,montezuma,kupe,ambiorix,philip ii,trajan,basil ii,eleanor of aquitaine (england),nader shah,pedro ii,249896184498487296,311217670181879818,223420143567503360,241995821090996224,281824528550592513,423149190185615371,332124733351002123,436574185716973579,19/03/25,1
708475004744106024,751902039964909649,708475004744106024,CC,82,rich highlands,seven seas,tilted axis,pangaea standard,primordial,lakes,inland sea,saladin (vizier),genghis khan,poundmaker,lautaro,hammurabi,menelik ii,harald varangian,shaka,ambiorix,kublai khan (mongolia),basil ii,montezuma,theodora,matthias corvinus,simon bolivar,kupe,philip ii,trajan,victoria age of steam,pedro ii,eleanor of aquitaine (england),nader shah,194049495720394752,221995666333892609,1007705241577340984,111335315238641664,170175103118737409,436574185716973579,151681510066356224,241995821090996224,19/03/25,1
1051866126369443913,1271427540841398312,1271427540841398312,CC,92,rich highlands,pangaea standard,primordial,lakes,seven seas,inland sea,tilted axis,lautaro,genghis khan,shaka,menelik ii,poundmaker,ambiorix,saladin (vizier),kupe,philip ii,kublai khan (mongolia),trajan,eleanor of aquitaine (england),hammurabi,harald varangian,basil ii,catherine de medici (black queen),robert the bruce,montezuma,simon bolivar,victoria age of steam,cleopatra (ptolemaic),mansa musa,313600848892657665,241866900991115264,368436476708388864,261883154095144960,216834792040300544,409068426317922305,263300012530728960,225277183604555779,19/03/25,1
652143977260122125,1051869530848243792,652143977260122125,CC,54,seven seas,primordial,pangaea standard,tilted axis,lakes,inland sea,rich highlands,philip ii,cleopatra (ptolemaic),julius caesar,harald hardrada,eleanor of aquitaine (england),saladin (vizier),lautaro,menelik ii,kublai khan (mongolia),genghis khan,basil ii,montezuma,trajan,jadwiga,harald varangian,kupe,hammurabi,catherine de medici (black queen),theodora,matthias corvinus,shaka,joao iii,181879507756515328,249896184498487296,272887794165350401,223420143567503360,222367163888041984,130637505773961216,183282110902173698,332124733351002123,20/03/25,1
1051866126369443913,708475864110596107,708475864110596107,CC,83,seven seas,lakes,primordial,rich highlands,tilted axis,pangaea standard,inland sea,lautaro,genghis khan,kublai khan (mongolia),julius caesar,harald varangian,cleopatra (ptolemaic),philip ii,catherine de medici (black queen),harald hardrada,basil ii,tomyris,gitarja,elizabeth i,eleanor of aquitaine (england),kupe,menelik ii,shaka,alexander,hammurabi,trajan,montezuma,pedro ii,263300012530728960,258673242967900160,313600848892657665,1018630081477877801,216834792040300544,753260910721892475,707929315937091594,141511420146614272,21/03/25,1
999636304654520330,1051869530848243792,1051869530848243792,CC,93,primordial,rich highlands,pangaea standard,lakes,inland sea,seven seas,tilted axis,kublai khan (mongolia),harald hardrada,catherine de medici (black queen),gitarja,harald varangian,philip ii,hojo tokimune,kupe,elizabeth i,joao iii,victoria age of steam,trajan,wilhelmina,gilgamesh,tomyris,dido,eleanor of aquitaine (england),victoria,nader shah,kublai khan (china),basil ii,cyrus,667481497229459488,130637505773961216,688507156735328383,332124733351002123,591692786919800832,138707127769366529,335129808080207892,277107529236873216,22/03/25,1
795731488757776404,652143977260122125,652143977260122125,CC,94,tilted axis,seven seas,pangaea standard,inland sea,lakes,rich highlands,primordial,elizabeth i,gitarja,harald varangian,harald hardrada,tomyris,julius caesar,genghis khan,philip ii,wilhelmina,kublai khan (mongolia),kupe,trajan,joao iii,catherine de medici (black queen),dido,eleanor of aquitaine (england),cleopatra (ptolemaic),basil ii,hojo tokimune,john curtin,victoria,suleiman (kanuni),275644167613579268,181879507756515328,269550035774078978,222367163888041984,269629070445248512,201821608506032129,301329675991515137,183282110902173698,24/03/25,1
708475864110596107,1271427540841398312,1271427540841398312,CC,101,lakes,primordial,rich highlands,pangaea standard,inland sea,tilted axis,seven seas,shaka,genghis khan,philip ii,alexander,kupe,menelik ii,catherine de medici (black queen),cleopatra (ptolemaic),lautaro,julius caesar,montezuma,basil ii,robert the bruce,wu zetian,kublai khan (mongolia),simon bolivar,harald varangian,gilgamesh,hammurabi,ambiorix,mansa musa,matthias corvinus,1018630081477877801,146372249119621131,258673242967900160,225277183604555779,753260910721892475,241866900991115264,141511420146614272,213989603412148226,26/03/25,1
1271427540841398312,1058462045470720000,1271427540841398312,CC,83,lakes,tilted axis,pangaea standard,seven seas,primordial,inland sea,rich highlands,kublai khan (mongolia),genghis khan,shaka,alexander,philip ii,basil ii,julius caesar,lautaro,cleopatra (ptolemaic),simon bolivar,tomyris,montezuma,jadwiga,tamar,menelik ii,kupe,ambiorix,catherine de medici (black queen),harald varangian,trajan,hammurabi,robert the bruce,409068426317922305,746782025016410193,261883154095144960,229691587251142656,225277183604555779,264317358670217216,213989603412148226,347307111916503040,26/03/25,1
708475004744106024,1051866126369443913,708475004744106024,CC,101,seven seas,tilted axis,pangaea standard,primordial,lakes,inland sea,rich highlands,julius caesar,harald hardrada,genghis khan,menelik ii,basil ii,lautaro,harald varangian,gitarja,trajan,kublai khan (mongolia),eleanor of aquitaine (england),suleiman (kanuni),theodora,gilgamesh,philip ii,catherine de medici (black queen),tomyris,kupe,matthias corvinus,hammurabi,montezuma,yongle,170175103118737409,263300012530728960,194049495720394752,216834792040300544,330123383264116747,313600848892657665,202854878899470336,368436476708388864,27/03/25,1
999636304654520330,652143977260122125,652143977260122125,CC,113,rich highlands,seven seas,primordial,pangaea standard,lakes,inland sea,tilted axis,saladin (vizier),menelik ii,ambiorix,lautaro,poundmaker,genghis khan,kublai khan (mongolia),simon bolivar,catherine de medici (black queen),philip ii,harald varangian,robert the bruce,eleanor of aquitaine (england),montezuma,kupe,hammurabi,trajan,shaka,peter,victoria age of steam,jadwiga,hojo tokimune,202166200065589249,201821608506032129,591692786919800832,168480406285451266,688507156735328383,272887794165350401,232976189851959297,183282110902173698,28/03/25,1
1051869530848243792,1058462045470720000,1051869530848243792,CC,105,rich highlands,lakes,tilted axis,pangaea standard,primordial,inland sea,seven seas,tamar,genghis khan,lautaro,shaka,montezuma,saladin (vizier),kublai khan (mongolia),menelik ii,poundmaker,ambiorix,basil ii,simon bolivar,theodora,alexander,philip ii,seondeok,hammurabi,kupe,eleanor of aquitaine (england),trajan,jadwiga,gorgo,281824528550592513,264317358670217216,138707127769366529,746782025016410193,249896184498487296,347307111916503040,836025628158853212,286830428050948097,29/03/25,1
1058462045470720000,999636304654520330,999636304654520330,CC,79,lakes,primordial,pangaea standard,rich highlands,inland sea,seven seas,tilted axis,alexander,genghis khan,basil ii,lautaro,shaka,catherine de medici (black queen),saladin (vizier),menelik ii,philip ii,simon bolivar,matthias corvinus,trajan,harald varangian,poundmaker,kublai khan (mongolia),lady six sky,montezuma,tomyris,elizabeth i,kupe,seondeok,peter,286830428050948097,667481497229459488,746782025016410193,279287078267650048,347307111916503040,232976189851959297,264317358670217216,688507156735328383,30/03/25,1
795731488757776404,708475004744106024,708475004744106024,CC,111,rich highlands,seven seas,tilted axis,inland sea,primordial,lakes,pangaea standard,shaka,menelik ii,eleanor of aquitaine (england),genghis khan,ambiorix,lautaro,alexander,kublai khan (mongolia),cleopatra (ptolemaic),simon bolivar,kupe,basil ii,harald varangian,theodora,poundmaker,philip ii,montezuma,trajan,robert the bruce,victoria age of steam,elizabeth i,hammurabi,269629070445248512,1007705241577340984,375952313249955840,507199986317000704,218802135632969728,137645419952865280,301329675991515137,151681510066356224,30/03/25,1
751902039964909649,795731488757776404,795731488757776404,CC,108,pangaea standard,tilted axis,seven seas,inland sea,lakes,primordial,rich highlands,alexander,cleopatra (ptolemaic),lautaro,julius caesar,trajan,menelik ii,tomyris,catherine de medici (black queen),simon bolivar,genghis khan,kupe,jadwiga,cyrus,matthias corvinus,shaka,montezuma,kublai khan (mongolia),wu zetian,lady six sky,nader shah,abraham lincoln,poundmaker,423149190185615371,353548501247983627,436574185716973579,218802135632969728,143088067337650176,275644167613579268,221995666333892609,269550035774078978,01/04/25,1
751902039964909649,999636304654520330,751902039964909649,CC,59,seven seas,inland sea,rich highlands,tilted axis,lakes,primordial,pangaea standard,alexander,harald hardrada,lautaro,kupe,simon bolivar,menelik ii,wu zetian,philip ii,kublai khan (mongolia),genghis khan,harald varangian,montezuma,lady six sky,matthias corvinus,trajan,catherine de medici (black queen),julius caesar,tomyris,joao iii,elizabeth i,gorgo,peter,186417692960358401,219802072973836288,111335315238641664,279287078267650048,423149190185615371,232976189851959297,436574185716973579,688507156735328383,03/04/25,1
999636304654520330,708475004744106024,708475004744106024,CC,38,pangaea standard,seven seas,inland sea,lakes,primordial,rich highlands,tilted axis,kublai khan (mongolia),catherine de medici (black queen),julius caesar,genghis khan,alexander,lautaro,tomyris,wu zetian,shaka,jadwiga,ba trieu,montezuma,hammurabi,matthias corvinus,cleopatra (ptolemaic),trajan,simon bolivar,ambiorix,nader shah,basil ii,philip ii,kupe,219802072973836288,202854878899470336,688507156735328383,151681510066356224,591692786919800832,1007705241577340984,335129808080207892,137645419952865280,04/04/25,1
652143977260122125,1271427540841398312,652143977260122125,CC,72,inland sea,primordial,tilted axis,lakes,seven seas,pangaea standard,rich highlands,julius caesar,harald hardrada,philip ii,gitarja,joao iii,john curtin,alexander,catherine de medici (black queen),genghis khan,lautaro,shaka,simon bolivar,poundmaker,lady six sky,cleopatra (ptolemaic),kupe,hojo tokimune,wilhelmina,kublai khan (mongolia),trajan,pedro ii,tomyris,201821608506032129,225277183604555779,183282110902173698,261883154095144960,272887794165350401,213989603412148226,181879507756515328,409068426317922305,04/04/25,1
708475864110596107,652143977260122125,652143977260122125,CC,63,rich highlands,inland sea,primordial,pangaea standard,tilted axis,seven seas,lakes,alexander,genghis khan,harald varangian,kublai khan (mongolia),theodora,menelik ii,saladin (vizier),lautaro,shaka,simon bolivar,robert the bruce,catherine de medici (black queen),ambiorix,montezuma,cleopatra (ptolemaic),basil ii,philip ii,hammurabi,poundmaker,abraham lincoln,ludwig ii,eleanor of aquitaine (england),386294503054508042,222367163888041984,753260910721892475,272887794165350401,1026948986067750952,201821608506032129,141511420146614272,181879507756515328,05/04/25,1
1271427540841398312,751902039964909649,751902039964909649,CC,68,lakes,primordial,tilted axis,rich highlands,inland sea,seven seas,pangaea standard,ambiorix,genghis khan,menelik ii,lautaro,simon bolivar,kublai khan (mongolia),kupe,alexander,catherine de medici (black queen),wu zetian,mansa musa,harald varangian,matthias corvinus,cleopatra (ptolemaic),julius caesar,lady six sky,shaka,trajan,elizabeth i,montezuma,hammurabi,theodora,146372249119621131,423149190185615371,213989603412148226,111335315238641664,225277183604555779,241995821090996224,241866900991115264,436574185716973579,05/04/25,1
1051869530848243792,1051866126369443913,1051869530848243792,CC,70,pangaea standard,inland sea,primordial,seven seas,tilted axis,lakes,rich highlands,julius caesar,genghis khan,wu zetian,shaka,lautaro,basil ii,tomyris,kublai khan (mongolia),cleopatra (ptolemaic),catherine de medici (black queen),philip ii,alexander,hammurabi,matthias corvinus,trajan,montezuma,ambiorix,menelik ii,jadwiga,suleiman (kanuni),simon bolivar,abraham lincoln,281824528550592513,652800467860193281,138707127769366529,216834792040300544,130637505773961216,313600848892657665,223420143567503360,368436476708388864,06/04/25,1
795731488757776404,999636304654520330,795731488757776404,CC,111,inland sea,seven seas,rich highlands,tilted axis,lakes,primordial,pangaea standard,trajan,harald hardrada,lady six sky,catherine de medici (black queen),tomyris,cleopatra (ptolemaic),kublai khan (mongolia),genghis khan,lautaro,julius caesar,elizabeth i,wu zetian,simon bolivar,joao iii,shaka,alexander,poundmaker,gitarja,nader shah,basil ii,mansa musa,mvemba a nzinga,353548501247983627,219802072973836288,269550035774078978,232976189851959297,375952313249955840,688507156735328383,275644167613579268,279287078267650048,07/04/25,1
708475004744106024,1271427540841398312,1271427540841398312,Military,122,rich highlands,primordial,lakes,tilted axis,seven seas,inland sea,pangaea standard,kupe,genghis khan,mansa musa,lautaro,trajan,catherine de medici (black queen),ambiorix,menelik ii,shaka,kublai khan (mongolia),montezuma,theodora,alexander,basil ii,simon bolivar,harald varangian,eleanor of aquitaine (england),philip ii,victoria age of steam,hammurabi,poundmaker,chandragupta,202854878899470336,409068426317922305,151681510066356224,225277183604555779,137645419952865280,213989603412148226,1007705241577340984,146372249119621131,10/04/25,1
1051866126369443913,1058462045470720000,1051866126369443913,CC,65,lakes,pangaea standard,tilted axis,inland sea,primordial,seven seas,rich highlands,ambiorix,lautaro,alexander,menelik ii,cleopatra (ptolemaic),julius caesar,wu zetian,genghis khan,catherine de medici (black queen),shaka,trajan,gilgamesh,montezuma,philip ii,kublai khan (mongolia),simon bolivar,harald varangian,tamar,hammurabi,pedro ii,basil ii,victoria age of steam,707929315937091594,293827574554034179,368436476708388864,746782025016410193,216834792040300544,264317358670217216,313600848892657665,347307111916503040,10/04/25,1
708475004744106024,1051869530848243792,1051869530848243792,CC,110,rich highlands,seven seas,lakes,primordial,pangaea standard,tilted axis,inland sea,ambiorix,menelik ii,hammurabi,genghis khan,shaka,lautaro,harald varangian,simon bolivar,philip ii,kublai khan (mongolia),alexander,kupe,matthias corvinus,poundmaker,trajan,eleanor of aquitaine (england),victoria age of steam,montezuma,chandragupta,hojo tokimune,teddy roosevelt (rough rider),nader shah,202854878899470336,249896184498487296,137645419952865280,281824528550592513,330123383264116747,138707127769366529,194049495720394752,223420143567503360,10/04/25,1
751902039964909649,708475864110596107,751902039964909649,CC,89,rich highlands,inland sea,primordial,tilted axis,seven seas,pangaea standard,lakes,montezuma,genghis khan,lautaro,menelik ii,simon bolivar,saladin (vizier),alexander,kublai khan (mongolia),poundmaker,shaka,mansa musa,ambiorix,harald varangian,eleanor of aquitaine (england),hammurabi,philip ii,trajan,basil ii,hojo tokimune,cyrus,abraham lincoln,chandragupta,186417692960358401,753260910721892475,436574185716973579,639072903685603338,423149190185615371,386294503054508042,143088067337650176,141511420146614272,11/04/25,1
1051869530848243792,795731488757776404,1051869530848243792,UNKNOWN,111,primordial,lakes,seven seas,pangaea standard,inland sea,rich highlands,tilted axis,tomyris,harald hardrada,elizabeth i,philip ii,dido,joao iii,wilhelmina,gitarja,trajan,victoria age of steam,julius caesar,nader shah,catherine de medici (black queen),kublai khan (mongolia),kupe,hojo tokimune,eleanor of aquitaine (england),victoria,kublai khan (china),cleopatra (ptolemaic),harald varangian,basil ii,277107529236873216,218802135632969728,332124733351002123,291529905676615680,138707127769366529,269550035774078978,130637505773961216,353548501247983627,11/04/25,1
1058462045470720000,708475864110596107,708475864110596107,CC,72,rich highlands,tilted axis,seven seas,primordial,pangaea standard,lakes,inland sea,trajan,genghis khan,jadwiga,menelik ii,kupe,lautaro,robert the bruce,kublai khan (mongolia),ambiorix,shaka,catherine de medici (black queen),cyrus,montezuma,basil ii,saladin (vizier),hammurabi,poundmaker,philip ii,elizabeth i,simon bolivar,nader shah,theodora,286830428050948097,141511420146614272,389110525667049482,1018630081477877801,347307111916503040,456226577798135808,229691587251142656,639072903685603338,12/04/25,1
795731488757776404,1051866126369443913,795731488757776404,CC,69,primordial,seven seas,rich highlands,tilted axis,pangaea standard,inland sea,lakes,trajan,harald hardrada,cleopatra (ptolemaic),gitarja,julius caesar,philip ii,tomyris,catherine de medici (black queen),joao iii,elizabeth i,eleanor of aquitaine (england),kupe,dido,basil ii,victoria,wilhelmina,hojo tokimune,victoria age of steam,nader shah,cyrus,kublai khan (mongolia),lady six sky,301329675991515137,216834792040300544,275644167613579268,652800467860193281,269550035774078978,313600848892657665,269629070445248512,368436476708388864,13/04/25,1
652143977260122125,1058462045470720000,652143977260122125,CC,53,inland sea,rich highlands,primordial,seven seas,tilted axis,lakes,pangaea standard,philip ii,genghis khan,joao iii,catherine de medici (black queen),julius caesar,harald hardrada,shaka,alexander,kublai khan (mongolia),gitarja,elizabeth i,lady six sky,dido,simon bolivar,cleopatra (ptolemaic),menelik ii,wilhelmina,kupe,trajan,poundmaker,nader shah,john curtin,183282110902173698,264317358670217216,201821608506032129,347307111916503040,225335340771180555,229691587251142656,409280636818292736,746782025016410193,16/04/25,1
1271427540841398312,1051866126369443913,1051866126369443913,Diplomatic,113,rich highlands,seven seas,pangaea standard,primordial,inland sea,tilted axis,lakes,simon bolivar,genghis khan,kublai khan (mongolia),lautaro,shaka,menelik ii,catherine de medici (black queen),basil ii,montezuma,ambiorix,mansa musa,saladin (vizier),victoria age of steam,robert the bruce,kupe,harald varangian,theodora,philip ii,hammurabi,abraham lincoln,seondeok,wu zetian,225277183604555779,216834792040300544,146372249119621131,313600848892657665,213989603412148226,368436476708388864,261883154095144960,707929315937091594,16/04/25,1
795731488757776404,708475864110596107,795731488757776404,CC,90,rich highlands,inland sea,tilted axis,lakes,seven seas,pangaea standard,primordial,theodora,genghis khan,simon bolivar,menelik ii,shaka,kublai khan (mongolia),basil ii,lautaro,harald varangian,saladin (sultan),hammurabi,robert the bruce,eleanor of aquitaine (england),alexander,poundmaker,jadwiga,sejong,mvemba a nzinga,gorgo,nzinga mbande,kupe,kristina,291529905676615680,1018630081477877801,269629070445248512,639072903685603338,269550035774078978,753260910721892475,301329675991515137,141511420146614272,18/04/25,1
708475004744106024,1051869530848243792,1051869530848243792,CC,138,tilted axis,,,,,,,victoria,gitarja,basil ii,joao iii,philip ii,harald hardrada,eleanor of aquitaine (england),catherine de medici (black queen),elizabeth,tomyris,lautaro,lady six sky,cleopatra (ptolemaic),kublai khan (mongolia),hojo tokimune,kupe,dido,victoria age of steam,trajan,cyrus,kublai khan (china),hammurabi,330123383264116747,249896184498487296,137645419952865280,332124733351002123,202854878899470336,281824528550592513,194049495720394752,138707127769366529,19/04/25,1
1271427540841398312,999636304654520330,1271427540841398312,CC,86,rich highlands,inland sea,pangaea standard,primordial,seven seas,tilted axis,lakes,harald varangian,menelik ii,kublai khan (mongolia),lautaro,simon bolivar,genghis khan,shaka,philip ii,ambiorix,basil ii,hammurabi,montezuma,eleanor of aquitaine (england),trajan,theodora,poundmaker,catherine de medici (black queen),kupe,mansa musa,nader shah,matthias corvinus,peter,146372249119621131,313016976488398849,241866900991115264,335129808080207892,225277183604555779,219802072973836288,213989603412148226,667481497229459488,19/04/25,1
708475864110596107,795731488757776404,795731488757776404,CC,62,pangaea standard,rich highlands,inland sea,lakes,tilted axis,seven seas,primordial,ambiorix,saladin (sultan),shaka,genghis khan,basil ii,julius caesar,theodora,lautaro,menelik ii,catherine de medici (black queen),nader shah,matthias corvinus,cleopatra (ptolemaic),hammurabi,kublai khan (mongolia),simon bolivar,tomyris,alexander,trajan,cyrus,abraham lincoln,montezuma,639072903685603338,269550035774078978,386294503054508042,291529905676615680,1018630081477877801,375952313249955840,141511420146614272,301329675991515137,23/04/25,1
708475004744106024,1051869530848243792,708475004744106024,Military,106,lakes,,,,,,,shaka,lautaro,ambiorix,genghis khan,philip ii,alexander,catherine de medici (black queen),simon bolivar,menelik ii,matthias corvinus,eleanor of aquitaine (england),chandragupta,victoria age of steam,hammurabi,kublai khan (mongolia),gandhi,basil ii,tomyris,tokugawa,gitarja,kupe,abraham lincoln,194049495720394752,249896184498487296,151681510066356224,223420143567503360,330123383264116747,138707127769366529,137645419952865280,277107529236873216,23/04/25,1
999636304654520330,1051866126369443913,1051866126369443913,CC,107,rich highlands,seven seas,pangaea standard,primordial,inland sea,lakes,tilted axis,philip ii,genghis khan,poundmaker,menelik ii,kublai khan (mongolia),lautaro,simon bolivar,basil ii,shaka,ambiorix,victoria age of steam,trajan,montezuma,catherine de medici (black queen),theodora,harald varangian,kupe,abraham lincoln,mansa musa,hammurabi,nader shah,wu zetian,279287078267650048,216834792040300544,232976189851959297,368436476708388864,688507156735328383,313600848892657665,219802072973836288,707929315937091594,27/04/25,1
708475004744106024,1051869530848243792,1051869530848243792,CC,110,seven seas,primordial,pangaea standard,0,0,0,0,harald varangian,basil ii,gitarja,theodora,philip ii,genghis khan,eleanor of aquitaine (england),kupe,victoria age of steam,joao iii,lautaro,harald hardrada,alexander,victoria,tokugawa,catherine de medici (black queen),elisabeth i,kublai khan (mongolia),chandragupta,hammurabi,gandhi,dido,330123383264116747,277107529236873216,137645419952865280,281824528550592513,194049495720394752,249896184498487296,1007705241577340984,332124733351002123,30/04/25,1
751902039964909649,795731488757776404,751902039964909649,CC,116,rich highlands,inland sea,tilted axis,0,0,0,0,poundmaker,menelik ii,basil ii,abraham lincoln,simon bolivar,genghis khan,lautaro,ambiorix,saladin (vizier),saladin (sultan),harald varangian,theodora,robert the bruce,catherine de medici (black queen),kublai khan (mongolia),tokugawa,eleanor of aquitaine (england),philip ii,ludwig ii,chandragupta,sejong,alexander,111335315238641664,269629070445248512,311217670181879818,375952313249955840,423149190185615371,269550035774078978,436574185716973579,291529905676615680,01/05/25,1
652143977260122125,1051869530848243792,652143977260122125,CC,103,lakes,rich highlands,tilted axis,pangaea standard,seven seas,inland sea,primordial,shaka,genghis khan,matthias corvinus,kublai khan (mongolia),catherine de medici (black queen),menelik ii,alexander,cleopatra (ptolemaic),philip ii,lautaro,poundmaker,simon bolivar,lady six sky,montezuma,basil ii,trajan,wu zetian,kupe,hammurabi,tomyris,hojo tokimune,jadwiga,222367163888041984,281824528550592513,201821608506032129,277107529236873216,272887794165350401,223420143567503360,183282110902173698,130637505773961216,07/05/25,1
751902039964909649,795731488757776404,751902039964909649,CC,81,pangaea standard,rich highlands,tilted axis,inland sea,seven seas,lakes,primordial,alexander,julius caesar,shaka,ambiorix,genghis khan,wu zetian,cleopatra (ptolemaic),ba trieu,lautaro,basil ii,chandragupta,jadwiga,montezuma,kublai khan (mongolia),saladin (sultan),catherine de medici (black queen),simon bolivar,tomyris,gorgo,nader shah,lady six sky,matthias corvinus,241995821090996224,353548501247983627,423149190185615371,275644167613579268,436574185716973579,269629070445248512,143088067337650176,269550035774078978,08/05/25,1
652143977260122125,751902039964909649,751902039964909649,CC,96,seven seas,primordial,inland sea,unknown,unknown,pangaea standard,lakes,catherine de medici (black queen),basil ii,trajan,wu zetian,lautaro,saladin (vizier),harald varangian,harald hardrada,kublai khan (mongolia),genghis khan,jadwiga,simon bolivar,mansa musa,hammurabi,matthias corvinus,theodora,menelik ii,philip ii,kupe,shaka,khmer,hojo tokimune,272887794165350401,423149190185615371,222367163888041984,186417692960358401,183282110902173698,111335315238641664,181879507756515328,436574185716973579,23/05/25,1
652143977260122125,751902039964909649,652143977260122125,Scientific,115,rich highlands,inland sea,lakes,pangaea standard,primordial,seven seas,tilted axis,philip ii,menelik ii,theodora,lautaro,matthias corvinus,simon bolivar,shaka,genghis khan,tokugawa,kublai khan (mongolia),wu zetian,saladin (vizier),poundmaker,hojo tokimune,basil ii,mansa musa,hammurabi,montezuma,catherine de medici (black queen),trajan,harald varangian,jadwiga,222367163888041984,143088067337650176,183282110902173698,241995821090996224,168480406285451266,436574185716973579,181879507756515328,423149190185615371,30/05/25,1
